id,name,city,rating,rating_count,cuisine,cost,link
211,Tandoor Hut,Bangalore,4.3,100,Biryani,300,https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-211
218,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300,https://www.swiggy.com/restaurants/anand-sweets-and-savouries-5th-block-koramangala-bangalore-218
219,Anjappar,Bangalore,3.9,500,Chettinad,600,https://www.swiggy.com/restaurants/anjappar-4th-b-block-koramangala-bangalore-219
221,Tunday Kababi,Bangalore,4,100,Mughlai,300,https://www.swiggy.com/restaurants/tunday-kababi-5th-block-koramangala-bangalore-221
223,Truffles,Bangalore,4.4,5000,American,450,https://www.swiggy.com/restaurants/truffles-5th-block-koramangala-bangalore-223
226,Delhi Food Point,Bangalore,3.8,100,North Indian,250,https://www.swiggy.com/restaurants/delhi-food-point-1st-block-koramangala-bangalore-226
227,Via Milano,Bangalore,3.9,50,Italian,800,https://www.swiggy.com/restaurants/via-milano-4th-block-koramangala-bangalore-227
229,Meghana Foods,Bangalore,4.3,5000,Biryani,500,https://www.swiggy.com/restaurants/meghana-foods-5th-block-koramangala-bangalore-229
232,The Hole in the Wall Cafe,Bangalore,4.3,500,American,257,https://www.swiggy.com/restaurants/the-hole-in-the-wall-cafe-4th-block-koramangala-bangalore-232
234,Uday Sweets,Bangalore,4.1,100,Rajasthani,100,https://www.swiggy.com/restaurants/uday-sweets-5th-block-koramangala-bangalore-234
237,Anupam's Coast II Coast,Bangalore,4.2,100,North Indian,1000,https://www.swiggy.com/restaurants/anupams-coast-ii-coast-6th-block-koramangala-bangalore-237
241,Anjappar,Bangalore,3.9,500,Chettinad,600,https://www.swiggy.com/restaurants/anjappar-100-feet-road-indiranagar-bangalore-241
246,Kim Lee,Bangalore,4.2,50,Chinese,650,https://www.swiggy.com/restaurants/kim-lee-double-road-jogupalya-bangalore-246
248,New Punjabi Hotel,Bangalore,3.8,100,North Indian,250,https://www.swiggy.com/restaurants/new-punjabi-hotel-80-feet-road-indiranagar-bangalore-248
249,NH8,Bangalore,3.9,100,Rajasthani,350,https://www.swiggy.com/restaurants/nh8-80-feet-road-indiranagar-bangalore-249
252,Tadka Singh,Bangalore,4,100,Punjabi,300,https://www.swiggy.com/restaurants/tadka-singh-cmh-road-indiranagar-bangalore-252
254,Treat,Bangalore,4.3,100,Mughlai,800,https://www.swiggy.com/restaurants/treat-indiranagar-bangalore-254
256,Yogisthaan,Bangalore,4.2,100,Healthy Food,600,https://www.swiggy.com/restaurants/yogisthaan-double-road-indiranagar-bangalore-256
258,Chinita Real Mexican Food,Bangalore,4.4,100,Mexican,1000,https://www.swiggy.com/restaurants/chinita-real-mexican-food-double-road-indiranagar-bangalore-258
262,Anand Sweets and Savouries,Bangalore,4.5,1000,Sweets,300,https://www.swiggy.com/restaurants/anand-sweets-and-savouries-old-airport-road-domlur-bangalore-262
263,Cupcake Noggins - Vintage Patisserie,Bangalore,4.2,50,Desserts,150,https://www.swiggy.com/restaurants/cupcake-noggins-vintage-patisserie-4th-block-koramangala-bangalore-263
267,Tea Brew,Bangalore,4.2,100,American,350,https://www.swiggy.com/restaurants/tea-brew-double-road-domlur-bangalore-267
270,Donne Biryani House,Bangalore,3.9,500,Biryani,130,https://www.swiggy.com/restaurants/donne-biryani-house-7th-block-koramangala-bangalore-270
271,Meghana Foods,Bangalore,4.4,1000,Biryani,500,https://www.swiggy.com/restaurants/meghana-foods-cmh-road-indiranagar-bangalore-271
275,Mani's Dum Biryani,Bangalore,4.2,1000,Andhra,400,https://www.swiggy.com/restaurants/manis-dum-biryani-5th-block-koramangala-bangalore-275
287,Fish & Fries,Bangalore,3.8,100,Seafood,300,https://www.swiggy.com/restaurants/fish-and-fries-sector-2-hsr-layout-bangalore-287
295,Kumarakom,Bangalore,4.2,500,Kerala,300,https://www.swiggy.com/restaurants/kumarakom-sector-4-hsr-layout-bangalore-295
297,Parika,Bangalore,4.1,100,North Indian,1000,https://www.swiggy.com/restaurants/parika-sector-3-hsr-layout-bangalore-297
304,A2B Veg,Bangalore,4.2,1000,South Indian,300,https://www.swiggy.com/restaurants/a2b-veg-bda-complex-hsr-layout-bangalore-304
305,A2B Veg,Bangalore,3.9,1000,South Indian,300,https://www.swiggy.com/restaurants/a2b-veg-7th-block-koramangala-bangalore-305
307,A2B Veg,Bangalore,4.3,1000,South Indian,300,https://www.swiggy.com/restaurants/a2b-veg-1st-stage-btm-layout-bangalore-307
308,Bangaliana,Bangalore,4.2,500,Bengali,500,https://www.swiggy.com/restaurants/bangaliana-7th-block-koramangala-bangalore-308
310,Gongura Grand,Bangalore,4,100,Biryani,300,https://www.swiggy.com/restaurants/gongura-grand-sector-7-hsr-layout-bangalore-310
312,Beijing Bites,Bangalore,4.4,500,Chinese,450,https://www.swiggy.com/restaurants/beijing-bites-5th-block-koramangala-bangalore-312
322,Madurai Idly Shop,Bangalore,3.9,500,South Indian,150,https://www.swiggy.com/restaurants/madurai-idly-shop-6th-block-koramangala-bangalore-322
323,Madurai Idly Shop (80 ft. Road),Bangalore,4.1,1000,South Indian,150,https://www.swiggy.com/restaurants/madurai-idly-shop-80-ft-road-80-feet-road-indiranagar-bangalore-323
325,Sree Krishna Kafe,Bangalore,4.4,1000,South Indian,137,https://www.swiggy.com/restaurants/sree-krishna-kafe-1st-block-koramangala-bangalore-325
327,Adiga's,Bangalore,4.3,500,South Indian,200,https://www.swiggy.com/restaurants/adigas-1st-stage-indiranagar-bangalore-327
330,New Kabab Plaza,Bangalore,4.4,50,North Indian,500,https://www.swiggy.com/restaurants/new-kabab-plaza-2nd-stage-btm-layout-bangalore-330
333,Beijing Bites,Bangalore,4.2,100,Chinese,450,https://www.swiggy.com/restaurants/beijing-bites-2nd-stage-btm-2nd-stage-bangalore-333
343,Shuddh Desi Khana,Bangalore,4,500,North Indian,350,https://www.swiggy.com/restaurants/shuddh-desi-khana-bilekahalli-bangalore-343
346,Momoz,Bangalore,4.1,1000,Chinese,350,https://www.swiggy.com/restaurants/momoz-2nd-stage-btm-2nd-stage-bangalore-346
352,Laddoos,Bangalore,4.1,100,North Indian,200,https://www.swiggy.com/restaurants/laddoos-2nd-stage-btm-2nd-stage-bangalore-352
363,Meghana Foods,Bangalore,4.2,1000,Biryani,500,https://www.swiggy.com/restaurants/meghana-foods-outer-ring-road-marathahalli-bangalore-363
364,East Delicious,Bangalore,3.9,100,Chinese,350,https://www.swiggy.com/restaurants/east-delicious-kundanahalli-gate-munnekollal-bangalore-364
372,Moti's Kitchen,Bangalore,4.3,1000,Kerala,200,https://www.swiggy.com/restaurants/motis-kitchen-seethappa-colony-new-tippasandra-bangalore-372
381,Adiga's,Bangalore,4.3,500,South Indian,200,https://www.swiggy.com/restaurants/adigas-7th-sector-hsr-layout-bangalore-381
383,Gyaani Da Punjabi Dhaba,Bangalore,4,100,North Indian,500,https://www.swiggy.com/restaurants/gyaani-da-punjabi-dhaba-2nd-stage-btm-2nd-stage-bangalore-383
385,Juice Junction,Bangalore,4.6,50,Juices,150,https://www.swiggy.com/restaurants/juice-junction-5th-block-koramangala-bangalore-385
392,Suryawanshi,Bangalore,4,100,Maharashtrian,450,https://www.swiggy.com/restaurants/suryawanshi-itpl-whitefield-bangalore-392
397,Pabrai's Fresh and Naturelle Ice Creams,Bangalore,4.4,50,Desserts,180,https://www.swiggy.com/restaurants/pabrais-fresh-and-naturelle-ice-creams-sector-1-hsr-layout-bangalore-397
402,Kapoor's Cafe,Bangalore,4.2,1000,North Indian,400,https://www.swiggy.com/restaurants/kapoors-cafe-marathahalli-whitefield-bangalore-402
407,Moriz Restaurant,Bangalore,3.7,500,North Indian,500,https://www.swiggy.com/restaurants/moriz-restaurant-aecs-layout-marathahalli-bangalore-407
408,Alpha Biryani,Bangalore,3.8,100,Biryani,600,https://www.swiggy.com/restaurants/alpha-biryani-itpl-bangalore-408
410,Noodle Bar,Bangalore,4.2,100,Asian,800,https://www.swiggy.com/restaurants/noodle-bar-phoenix-market-city-mahadevpura-bangalore-410
418,Ande Ka Funda,Bangalore,3.5,1000,North Indian,100,https://www.swiggy.com/restaurants/ande-ka-funda-shymala-reddy-dental-college-road-marathahalli-bangalore-418
425,Hotel Empire,Bangalore,4,1000,North Indian,450,https://www.swiggy.com/restaurants/hotel-empire-5th-block-koramangala-bangalore-425
426,Hotel Empire,Bangalore,4,1000,North Indian,450,https://www.swiggy.com/restaurants/hotel-empire-sector-6-hsr-layout-bangalore-426
427,Hotel Empire,Bangalore,4.1,1000,North Indian,450,https://www.swiggy.com/restaurants/hotel-empire-80-feet-road-indiranagar-bangalore-427
428,Biryani Pot,Bangalore,3.8,1000,North Indian,500,https://www.swiggy.com/restaurants/biryani-pot-madiwala-junction-btm-layout-bangalore-428
432,Calcutta Victoria Chat House,Bangalore,4,100,North Indian,150,https://www.swiggy.com/restaurants/calcutta-victoria-chat-house-jeevan-bhima-nagar-bangalore-432
435,Bamey's Restro Cafe,Bangalore,4.5,100,Chinese,400,https://www.swiggy.com/restaurants/bameys-restro-cafe-5th-block-koramangala-bangalore-435
436,Anjappar,Bangalore,4,100,Chettinad,600,https://www.swiggy.com/restaurants/anjappar-sector-6-hsr-layout-bangalore-436
446,Altaf's Chillies Restaurants,Bangalore,4.3,100,North Indian,250,https://www.swiggy.com/restaurants/altafs-chillies-restaurants-cooke-town-bangalore-446
453,Chichabas Taj,Bangalore,4.2,100,Mughlai,532,https://www.swiggy.com/restaurants/chichabas-taj-mm-road-pulikeshi-nagar-bangalore-453
455,Anand Sweets and Savouries,Bangalore,4.5,1000,Sweets,300,https://www.swiggy.com/restaurants/anand-sweets-and-savouries-mm-road-pulikeshi-nagar-bangalore-455
456,Beijing Bites,Bangalore,4.3,1000,Chinese,450,https://www.swiggy.com/restaurants/beijing-bites-mosque-road-pulikeshi-nagar-bangalore-456
458,Happy Belly Bakes- Cakes and Desserts,Bangalore,4.7,100,Desserts,500,https://www.swiggy.com/restaurants/happy-belly-bakes-cakes-and-desserts-benson-town-bangalore-458
502,Kaati Zone Rolls & Wraps,Bangalore,3.8,100,Beverages,150,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-aces-layout-marathahalli-bangalore-502
504,Kaati Zone Rolls & Wraps,Bangalore,4.1,100,Fast Food,150,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-domlur-layout-kodihalli-bangalore-504
505,Bite Me Cupcakes,Bangalore,4.1,100,Bakery,150,https://www.swiggy.com/restaurants/bite-me-cupcakes-domlur-bangalore-505
506,Bite Me Cupcakes,Bangalore,3.9,100,Bakery,150,https://www.swiggy.com/restaurants/bite-me-cupcakes-koramangala-bangalore-506
507,Sinful Desserts,Bangalore,4,50,Bakery,150,https://www.swiggy.com/restaurants/sinful-desserts-electronic-city-bangalore-507
535,Beijing Bites,Bangalore,4.2,500,Chinese,450,https://www.swiggy.com/restaurants/beijing-bites-arekere-panduranga-nagar-bangalore-535
542,Kabab Magic,Bangalore,4,500,North Indian,300,https://www.swiggy.com/restaurants/kabab-magic-bannerghatta-hulimavu-bangalore-542
549,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300,https://www.swiggy.com/restaurants/anand-sweets-and-savouries-hulimavu-bangalore-549
568,Punjabi Food Corner,Bangalore,3.6,50,North Indian,350,https://www.swiggy.com/restaurants/punjabi-food-corner-kothnoor-j-p-nagar-bangalore-568
574,Spice Up,Bangalore,4.3,100,North Indian,400,https://www.swiggy.com/restaurants/spice-up-2nd-phase-j-p-nagar-bangalore-574
583,Hotel Empire,Bangalore,4.1,1000,North Indian,450,https://www.swiggy.com/restaurants/hotel-empire-3rd-block-jayanagar-bangalore-583
589,Kabab Magic,Bangalore,4.1,500,North Indian,250,https://www.swiggy.com/restaurants/kabab-magic-9th-block-j-p-nagar-bangalore-589
593,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300,https://www.swiggy.com/restaurants/anand-sweets-and-savouries-4th-block-jayanagar-bangalore-593
601,Litti Twist,Bangalore,4.2,500,North Indian,250,https://www.swiggy.com/restaurants/litti-twist-2nd-stage-btm-2nd-stage-bangalore-601
604,Aalishan Restaurant & Caterer,Bangalore,4,100,Mughlai,290,https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604
607,Amar Rannaghar,Bangalore,4,1000,Bengali,350,https://www.swiggy.com/restaurants/amar-rannaghar-kundanahalli-gate-chinnapanna-halli-bangalore-607
608,Kerala Pavilion,Bangalore,4,100,Kerala,300,https://www.swiggy.com/restaurants/kerala-pavilion-layout-domlur-bangalore-608
621,Kitchen of Joy,Bangalore,4.3,100,Bengali,250,https://www.swiggy.com/restaurants/kitchen-of-joy-domlur-indiranagar-bangalore-621
625,Beijing Bites,Bangalore,4.3,100,Chinese,400,https://www.swiggy.com/restaurants/beijing-bites-jeevan-bhima-nagar-new-tippasandra-bangalore-625
644,Moti Mahal Delux,Bangalore,3.5,100,Punjabi,500,https://www.swiggy.com/restaurants/moti-mahal-delux-sector-2-hsr-layout-bangalore-644
646,Chai Point,Bangalore,4.3,500,Bakery,150,https://www.swiggy.com/restaurants/chai-point-4th-block-jayanagar-bangalore-646
655,Meghana Foods,Bangalore,4.3,1000,Biryani,500,https://www.swiggy.com/restaurants/meghana-foods-4th-block-jayanagar-bangalore-655
664,Chai Point,Bangalore,4.3,500,Bakery,150,https://www.swiggy.com/restaurants/chai-point-brigade-metropolis-mahadevapura-bangalore-664
665,Chai Point,Bangalore,4.3,1000,Bakery,150,https://www.swiggy.com/restaurants/chai-point-aecs-layout-kundanhahalli-marathahalli-bangalore-665
667,Chai Point,Bangalore,4.3,50,Bakery,150,https://www.swiggy.com/restaurants/chai-point-yamalur-marathahalli-bangalore-667
669,Chai Point,Bangalore,4.1,500,Bakery,150,https://www.swiggy.com/restaurants/chai-point-btm-2nd-stage-bangalore-669
676,Chai Point,Bangalore,4.4,500,Bakery,150,https://www.swiggy.com/restaurants/chai-point-5th-block-koramangala-bangalore-676
678,Pizza Stop,Bangalore,4.1,20,Italian,400,https://www.swiggy.com/restaurants/pizza-stop-80-feet-road-indiranagar-bangalore-678
683,Cream Stone Ice Cream,Bangalore,4.2,100,Ice Cream,200,https://www.swiggy.com/restaurants/cream-stone-ice-cream-sector-6-hsr-layout-bangalore-683
690,Sweet Moments,Bangalore,4.4,100,Chaat,100,https://www.swiggy.com/restaurants/sweet-moments-5th-main-kullapa-circle-kammanahalli-kalyan-nagar-bangalore-690
722,Hi Seoul,Bangalore,4.7,100,Korean,800,https://www.swiggy.com/restaurants/hi-seoul-kalyan-nagar-bangalore-722
732,Capital Restaurant & Bar-Be-Que,Bikaner,4.1,500,North Indian,450,https://www.swiggy.com/restaurants/capital-restaurant-and-bar-be-que-sector-31-gurgaon-732
741,Goli Vada Pav No .1,Gurgaon,4,100,Maharashtrian,100,https://www.swiggy.com/restaurants/goli-vada-pav-no-1-sector-50-sector-49-gurgaon-741
742,Goli Vada Pav No .1,Bikaner,3.9,100,Maharashtrian,100,https://www.swiggy.com/restaurants/goli-vada-pav-no-1-phase-1-sector-43-gurgaon-742
756,Corner House Ice Cream,Bangalore,4.6,1000,Ice Cream,250,https://www.swiggy.com/restaurants/corner-house-ice-cream-100-feet-road-indiranagar-bangalore-756
757,Corner House Ice Cream,Bangalore,4.6,500,Ice Cream,250,https://www.swiggy.com/restaurants/corner-house-ice-cream-7th-block-koramangala-bangalore-757
766,Biryani Blues,Sirsa,4.2,500,Biryani,400,https://www.swiggy.com/restaurants/biryani-blues-supermart-i-supermart-1-gurgaon-766
776,Angithi,Sultanpur,3.8,500,North Indian,350,https://www.swiggy.com/restaurants/angithi-dlf-phase-2-sector-25-gurgaon-776
792,Oriental Fusion,Bikaner,4.2,100,Chinese,500,https://www.swiggy.com/restaurants/oriental-fusion-phase-4-sector-27-gurgaon-792
795,Oriental Fusion,Gurgaon,4.1,100,Chinese,500,https://www.swiggy.com/restaurants/oriental-fusion-sector-49-sector-50-gurgaon-795
802,Mirchi Dhaba,Bikaner,3.8,100,North Indian,200,https://www.swiggy.com/restaurants/mirchi-dhaba-sushant-lok-sector-52-gurgaon-802
807,Punjabi Food Inn,Sirsa,3.9,500,North Indian,250,https://www.swiggy.com/restaurants/punjabi-food-inn-dlf-phase-2-sector-25-gurgaon-807
820,Sum Yum Asia,Bikaner,4.2,500,Chinese,600,https://www.swiggy.com/restaurants/sum-yum-asia-dlf-phase-4-sector-27-gurgaon-820
850,La Pino'z Pizza,Bikaner,4,100,Italian,800,https://www.swiggy.com/restaurants/la-pinoz-pizza-main-golf-course-road-sector-53-gurgaon-850
859,Bikanervala,Bikaner,4.2,1000,North Indian,450,https://www.swiggy.com/restaurants/bikanervala-sector-29-gurgaon-859
873,Apni Rasoi,Sultanpur,3.9,500,North Indian,200,https://www.swiggy.com/restaurants/apni-rasoi-dlf-phase-3-sector-24-gurgaon-873
882,The Ladakhi Express,Gurgaon,4.1,100,Nepalese,650,https://www.swiggy.com/restaurants/the-ladakhi-express-sector-47-sector-27-gurgaon-882
884,La Pino'z Pizza,Gurgaon,3.8,500,Italian,300,https://www.swiggy.com/restaurants/la-pinoz-pizza-raheja-mall-sector-47-gurgaon-884
889,Kolkata Biryani House,Bikaner,3.9,100,North Indian,600,https://www.swiggy.com/restaurants/kolkata-biryani-house-sushant-lok-sector-43-gurgaon-889
897,Hotel Empire,Bangalore,4,1000,North Indian,450,https://www.swiggy.com/restaurants/hotel-empire-nehru-main-road-kacharakanahalli-bangalore-897
920,A2B Veg,Bangalore,4.2,1000,South Indian,300,https://www.swiggy.com/restaurants/a2b-veg-2nd-block-kammanahalli-bangalore-920
921,Cafe Nukkad,Bangalore,4.3,100,Continental,250,https://www.swiggy.com/restaurants/cafe-nukkad-kalyan-nagar-bangalore-921
931,Burger Hut,Sultanpur,4.2,100,Chinese,200,https://www.swiggy.com/restaurants/burger-hut-phase-3-sector-24-gurgaon-931
939,Rolls On Wheels,Bangalore,4.2,500,Snacks,300,https://www.swiggy.com/restaurants/rolls-on-wheels-2nd-stage-domlur-bangalore-939
972,Laddoos,Bangalore,4.2,500,North Indian,200,https://www.swiggy.com/restaurants/laddoos-hal-3rd-stage-new-tippasandra-bangalore-972
977,24th Main,Bangalore,4.1,100,North Indian,800,https://www.swiggy.com/restaurants/24th-main-jp-nagar-j-p-nagar-bangalore-977
995,Khan Saheb Grills and Rolls,Bangalore,3.9,100,Tandoor,300,https://www.swiggy.com/restaurants/khan-saheb-grills-and-rolls-7th-block-koramangala-bangalore-995
997,A2B Veg,Bangalore,4.1,1000,South Indian,300,https://www.swiggy.com/restaurants/a2b-veg-varthur-hobli-marathahalli-bangalore-997
1010,Khan Saheb Grills and Rolls,Bangalore,4.2,500,Tandoor,300,https://www.swiggy.com/restaurants/khan-saheb-grills-and-rolls-hal-2nd-stage-indiranagar-bangalore-1010
1012,Just Shawarma,Bangalore,4.1,50,Arabian,250,https://www.swiggy.com/restaurants/just-shawarma-9th-block-jayanagar-bangalore-1012
1015,Fork with Stick,Bikaner,3.9,50,Chinese,300,https://www.swiggy.com/restaurants/fork-with-stick-dlf-phase-4-sector-28-gurgaon-1015
1050,Nagarjuna Chimney,Bangalore,4.3,500,Seafood,800,https://www.swiggy.com/restaurants/nagarjuna-chimney-3rd-block-jayanagar-bangalore-1050
1052,SMOOR,Bangalore,4.5,500,Asian,600,https://www.swiggy.com/restaurants/smoor-off-100-feet-road-indiranagar-bangalore-1052
1053,SMOOR,Bangalore,4.3,100,Desserts,350,https://www.swiggy.com/restaurants/smoor-hosur-road-adugodi-bangalore-1053
1056,Palamuru Grill,Hyderabad,3.9,1000,South Indian,500,https://www.swiggy.com/restaurants/palamuru-grill-madhapur-jaihind-enclave-hyderabad-1056
1061,900 Degree Brick Oven Pizza,Hyderabad,3.9,100,Italian,300,https://www.swiggy.com/restaurants/900-degree-brick-oven-pizza-botanical-garden-above-valuemart-sri-ram-nagar-hyderabad-1061
1063,Parathas & More,Hyderabad,4,1000,North Indian,350,https://www.swiggy.com/restaurants/parathas-and-more-kondapur-hanuman-nagar-hyderabad-1063
1065,Ahobilam Foods - Millet Cave,Hyderabad,4.1,20,Healthy Food,150,https://www.swiggy.com/restaurants/ahobilam-foods-millet-cave-jntu-hitech-city-road-cyberbad-madhapur-hyderabad-1065
1066,Rayalaseema Ruchulu,Hyderabad,4,1000,South Indian,450,https://www.swiggy.com/restaurants/rayalaseema-ruchulu-madhapur-hitec-city-hyderabad-1066
1070,Shri Vaishnav Dhaba,Hyderabad,4,500,North Indian,200,https://www.swiggy.com/restaurants/shri-vaishnav-dhaba-old-madras-bakery-opp-kotak-atm-gachibowli-hyderabad-1070
1077,Samskruthi,Hyderabad,4.1,1000,Andhra,250,https://www.swiggy.com/restaurants/samskruthi-opp-jayaberi-enclave-lane-anjaiah-nagar-gachibowli-hyderabad-1077
1078,Shriji Rasoi,Hyderabad,4.3,1000,North Indian,200,https://www.swiggy.com/restaurants/shriji-rasoi-dlf-gate-3-gachibowli-hyderabad-1078
1086,Palamuru Grill,Hyderabad,3.8,500,South Indian,500,https://www.swiggy.com/restaurants/palamuru-grill-kondapur-hafeezpet-hyderabad-1086
1088,Corner House Ice Cream,Bangalore,4.6,1000,Ice Cream,250,https://www.swiggy.com/restaurants/corner-house-ice-cream-kundalahalli-gate-munnekollal-bangalore-1088
1091,Hitech Bawarchi,Hyderabad,3.6,5000,Biryani,300,https://www.swiggy.com/restaurants/hitech-bawarchi-indiranagar-gachibowli-hyderabad-1091
1093,Waffle House,Hyderabad,4.2,100,Beverages,400,https://www.swiggy.com/restaurants/waffle-house-whitefields-hitec-city-hyderabad-1093
1100,Santosh Dhaba Exclusive,Hyderabad,3.7,1000,North Indian,300,https://www.swiggy.com/restaurants/santosh-dhaba-exclusive-kothaguda-land-mark-residency-hyderabad-1100
1110,Hitech Bawarchi,Hyderabad,3.6,5000,Biryani,300,https://www.swiggy.com/restaurants/hitech-bawarchi-kirshe-sapphire-mega-hills-hyderabad-1110
1112,Eats Corner,Hyderabad,4,1000,Chinese,300,https://www.swiggy.com/restaurants/eats-corner-masjid-banda-kondapur-sri-ramnagar-block-b-hyderabad-1112
1114,13 Dhaba,Hyderabad,3.7,1000,North Indian,400,https://www.swiggy.com/restaurants/13-dhaba-hp-petrol-pump-gachibowli-hyderabad-1114
1115,Udipi's Upahar,Hyderabad,4.3,1000,South Indian,250,https://www.swiggy.com/restaurants/udipis-upahar-indiranagar-gachibowli-hyderabad-1115
1120,Sardarji's Chat and More,Hyderabad,4.1,500,North Indian,200,https://www.swiggy.com/restaurants/sardarjis-chat-and-more-indiranagar-gachibowli-hyderabad-1120
1123,Ci Gusta!,Hyderabad,4.2,100,Desserts,700,https://www.swiggy.com/restaurants/ci-gusta-madhapur-jubilee-hills-hyderabad-1123
1124,Mummy Ki Rasoi,Hyderabad,4.1,100,North Indian,200,https://www.swiggy.com/restaurants/mummy-ki-rasoi-near-rto-office-beside-idea-store-lane-kondapur-hafeezpet-hyderabad-1124
1125,New Kritunga Restaurant,Hyderabad,3.8,500,Biryani,500,https://www.swiggy.com/restaurants/new-kritunga-restaurant-madhapur-main-rood-near-pillar-no-1731-beside-indian-oil-petrol-bunk-hyderabad-1125
1128,Paradise Biryani,Hyderabad,3.6,1000,Biryani,400,https://www.swiggy.com/restaurants/paradise-biryani-opposite-cyber-tower-hitech-city-hitec-city-hyderabad-1128
1130,Chai Point,Bikaner,4.1,100,Bakery,100,https://www.swiggy.com/restaurants/chai-point-gate-no-3-huda-city-center-metro-station-sector-29-gurgaon-1130
1133,Burger Hut,Bikaner,4.4,20,Fast Food,150,https://www.swiggy.com/restaurants/burger-hut-sector-17-gurgaon-1133
1138,Kwaliti,Bikaner,3.9,20,North Indian,200,https://www.swiggy.com/restaurants/kwaliti-galleria-market-dlf-phase-4-gurgaon-1138
1139,Kwaliti,Gurgaon,3.8,20,North Indian,200,https://www.swiggy.com/restaurants/kwaliti-baani-square-sohna-road-gurgaon-1139
1151,Nandhana Palace,Bangalore,3.8,100,Biryani,500,https://www.swiggy.com/restaurants/nandhana-palace-24th-main-j-p-nagar-bangalore-1151
1154,Abhiruchi Hotel,Hyderabad,4.1,500,Andhra,400,https://www.swiggy.com/restaurants/abhiruchi-hotel-durgam-cheruvu-road-hyderabad-hyderabad-1154
1168,Mexican Grill Subs,Hyderabad,3.8,100,Salads,400,https://www.swiggy.com/restaurants/mexican-grill-subs-vasanthnagar-kphb-colony-kukatpally-hyderabad-1168
1172,Rayalaseema Ruchulu,Hyderabad,4,500,South Indian,450,https://www.swiggy.com/restaurants/rayalaseema-ruchulu-jubilee-hills-hyderabad-1172
1187,Baskin Robbins,Bangalore,4.3,100,Desserts,250,https://www.swiggy.com/restaurants/baskin-robbins-outer-ring-road-marathahalli-bangalore-1187
1196,UR LIFE CAFE,Hyderabad,4.2,100,Continental,1000,https://www.swiggy.com/restaurants/ur-life-cafe-apollo-hospital-jubliee-hills-film-nagar-hyderabad-1196
1198,The Spicy Venue,Hyderabad,4.2,1000,Biryani,800,https://www.swiggy.com/restaurants/the-spicy-venue-road-10-near-diamond-house-jubilee-hills-hyderabad-1198
1200,Ulavacharu,Hyderabad,3.6,500,Andhra,400,https://www.swiggy.com/restaurants/ulavacharu-jubilee-hills-hyderabad-1200
1203,Little Italy,Hyderabad,3.8,100,Italian,1200,https://www.swiggy.com/restaurants/little-italy-jubilee-hills-film-nagar-hyderabad-1203
1204,Kiosk Fried Chicken,Hyderabad,4,500,American,200,https://www.swiggy.com/restaurants/kiosk-fried-chicken-vasanthnagar-kphb-colony-kukatpally-hyderabad-1204
1205,BlueFox,Hyderabad,3.9,500,North Indian,1000,https://www.swiggy.com/restaurants/bluefox-madhapur-hyderabad-1205
1206,Minerva Coffee Shop,Hyderabad,4.1,1000,Chinese,400,https://www.swiggy.com/restaurants/minerva-coffee-shop-hitec-city-road-madhapur-hyderabad-1206
1210,New Indian and Chinese Corner,Gurgaon,3.8,500,North Indian,300,https://www.swiggy.com/restaurants/new-indian-and-chinese-corner-part-2-sector-15-gurgaon-1210
1214,Om Sweets & Snacks,Bikaner,4.3,1000,Sweets,500,https://www.swiggy.com/restaurants/om-sweets-and-snacks-sector-14-gurgaon-1214
1216,Dimmy's Pan Palace,Hyderabad,4.2,500,Chaat,100,https://www.swiggy.com/restaurants/dimmys-pan-palace-road-no-36-jubilee-hills-hyderabad-1216
1221,Biryani Day,Bangalore,3.8,100,North Indian,250,https://www.swiggy.com/restaurants/biryani-day-thulsi-theater-road-marathahalli-bangalore-1221
1222,Jaffa's Biryani,Bangalore,3.8,100,North Indian,250,https://www.swiggy.com/restaurants/jaffas-biryani-thulsi-theater-road-marathahalli-bangalore-1222
1267,Adiga's,Bangalore,4,500,South Indian,200,https://www.swiggy.com/restaurants/adigas-bilekahalli-panduranga-nagar-bangalore-1267
1271,Om Sweets & Snacks (Good Earth),Gurgaon,4.2,1000,Sweets,400,https://www.swiggy.com/restaurants/om-sweets-and-snacks-good-earth-sector-50-gurgaon-1271
1286,Leon Grill,Bangalore,4.3,100,American,300,https://www.swiggy.com/restaurants/leon-grill-hal-3rd-stage-new-tippasandra-bangalore-1286
1294,Subway,Hyderabad,4.2,500,Salads,350,https://www.swiggy.com/restaurants/subway-below-icici-bank-kohtaguda-hyderabad-1294
1295,Cream Stone Ice Cream,Hyderabad,4.3,1000,Ice Cream,350,https://www.swiggy.com/restaurants/cream-stone-ice-cream-road-no-36-jubilee-hills-hyderabad-1295
1303,Soups N Salads,Hyderabad,4.1,500,Italian,400,https://www.swiggy.com/restaurants/soups-n-salads-road-no-36-jubilee-hills-hyderabad-1303
